State Name,District Name,Block Name,Centre Name,Address,Centre Type
Andaman & Nicobar Islands,KOLLAM,VETTIKKAVALA,panavely,panavely p.o,
Andaman & Nicobar Islands,NICOBARS,CAR NICOBAR,"Tamaloo, VH",Tamaloo,District Vererinary Polyclinic Nandurbar
Andaman & Nicobar Islands,NICOBARS,CAR NICOBAR,Car Nicobar,,
Andaman & Nicobar Islands,NICOBARS,NANCOWRY,"Katchal, VD",,Veterinary Dispensary
Andaman & Nicobar Islands,NICOBARS,NANCOWRY,"Kamorta, VD",Kamorta,Veterinary Dispensary
Andaman & Nicobar Islands,NICOBARS,NANCOWRY,"Teressa, VD","Veterinary Dispensary, Teressa, Nancowry",Veterinary Dispensary
Andaman & Nicobar Islands,NICOBARS,CAMPBELL BAY,"Campbell Bay, VH",,District Vererinary Polyclinic Nandurbar
Andaman & Nicobar Islands,NORTH AND MIDDLE ANDAMAN,DIGLIPUR,"Diglipur, VH","VH, Diglipur under Sitanagar Village, N&M Andaman, Diglipur",Veterinary Dispensary
Andaman & Nicobar Islands,NORTH AND MIDDLE ANDAMAN,DIGLIPUR,"Kalighat, VD","VD Kalighat, N&M Andaman, Diglipur",Veterinary Dispensary
Andaman & Nicobar Islands,NORTH AND MIDDLE ANDAMAN,DIGLIPUR,Sitanagar VSD,Sitanagar,Govt Veterinary Dispensary
Andaman & Nicobar Islands,NORTH AND MIDDLE ANDAMAN,MAYABUNDER,"Billyground, VD",,Veterinary Dispensary
Andaman & Nicobar Islands,NORTH AND MIDDLE ANDAMAN,RANGAT,"Kadamtala, VD",Kadamtala,Govt Veterinary Dispensary
Andaman & Nicobar Islands,NORTH AND MIDDLE ANDAMAN,RANGAT,"Rangat, VH",Rangat,test AI center
Andaman & Nicobar Islands,NORTH AND MIDDLE ANDAMAN,MAYABUNDER,Webi VH,Webi,Govt Veterinary Hospital
Andaman & Nicobar Islands,SOUTH ANDAMANS,LITTLE ANDAMAN,"Ramakrishnapur, VH",,District Vererinary Polyclinic Nandurbar
Andaman & Nicobar Islands,SOUTH ANDAMANS,PROTHRAPUR,"Neil Island, VD",,Veterinary Dispensary
Andaman & Nicobar Islands,SOUTH ANDAMANS,PROTHRAPUR,Rangachang VD,Rangachang,Veterinary Dispensary
Andaman & Nicobar Islands,SOUTH ANDAMANS,PROTHRAPUR,"Polyclinic, VD",Polyclinic Dollygunj,District Vererinary Polyclinic Nandurbar
Andaman & Nicobar Islands,SOUTH ANDAMANS,PROTHRAPUR,"Junglighat, VH","Junglighat, Port Blair",District Vererinary Polyclinic Nandurbar
Andaman & Nicobar Islands,SOUTH ANDAMANS,PROTHRAPUR,"Havelock, VD",,Veterinary Dispensary
Andaman & Nicobar Islands,SOUTH ANDAMANS,PROTHRAPUR,"Garacharma, VH",,District Vererinary Polyclinic Nandurbar
Andaman & Nicobar Islands,SOUTH ANDAMANS,FERRARGUNJ,"Elephant Point, VD","Elephant Point, Namunaghat (RV)",Veterinary Dispensary
Andaman & Nicobar Islands,SOUTH ANDAMANS,FERRARGUNJ,"Port Mout, VD",Port Mout school bus stand,Veterinary Dispensary
Andaman & Nicobar Islands,SOUTH ANDAMANS,FERRARGUNJ,"Manglutan, VD",,Veterinary Dispensary
Andaman & Nicobar Islands,SOUTH ANDAMANS,FERRARGUNJ,"Wimberligunj, VH",Veterinary Hospital wimberlygunj,District Vererinary Polyclinic Nandurbar
Andhra Pradesh,ALIRAJPUR,ALIRAJPUR,A.I. Sub Centre Kotbu,,
Andhra Pradesh,ANANTAPUR,ANANTAPUR,Anantapur,,
Andhra Pradesh,ANANTAPUR,ANANTAPUR,VD Kandukuru,,
Andhra Pradesh,ANANTAPUR,ATMAKUR,Atmakur,,
Andhra Pradesh,ANANTAPUR,BRAHMASAMUDRAM,Brahmasamudram,,
Andhra Pradesh,ANANTAPUR,BUKKAPATNAM,Bukkapatnam,,
Andhra Pradesh,ANANTAPUR,BUKKAPATNAM,bukkapatnam,,
Andhra Pradesh,ANANTAPUR,BUKKARAYASAMUDRAM,Bukkaraya Samudram,,
Andhra Pradesh,ANANTAPUR,BOMMANAHAL,Bommanahal,,
Andhra Pradesh,ANANTAPUR,BATHALAPALLE,Bathalapalle,,
Andhra Pradesh,ANANTAPUR,YADIKI,Yadiki,,
Andhra Pradesh,ANANTAPUR,YADIKI,VD Yadiki,,
Andhra Pradesh,ANANTAPUR,YELLANUR,Yellanur,,
Andhra Pradesh,ANANTAPUR,VIDAPANAKAL,Vidapanakal,,
Andhra Pradesh,ANANTAPUR,SINGANAMALA,Singanamala,,
Andhra Pradesh,ANANTAPUR,SINGANAMALA,VD Tarimala,,
Andhra Pradesh,ANANTAPUR,TADIMARRI,Tadimarri,,
Andhra Pradesh,ANANTAPUR,BELUGUPPA,Beluguppa,,
Andhra Pradesh,ANANTAPUR,KALYANDRUG,Kalyapurg,,
Andhra Pradesh,ANANTAPUR,KOTHACHERUVU,V.D.Kothacheruvu,Kothacheruvu,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,GANDLAPENTA,VD GANDLAPENTA,,
Andhra Pradesh,ANANTAPUR,GARLADINNE,Garladinne,,
Andhra Pradesh,ANANTAPUR,GOOTY,Gooty,,
Andhra Pradesh,ANANTAPUR,GUDIBANDA,veterinarydispensary Gudibanda,,
Andhra Pradesh,ANANTAPUR,GUMMAGATTA,Gummagatta,,
Andhra Pradesh,ANANTAPUR,GORANTLA,Gorantla,,
Andhra Pradesh,ANANTAPUR,HINDUPUR,Hindupur,,
Andhra Pradesh,ANANTAPUR,GUNTAKAL,Guntakal,,
Andhra Pradesh,ANANTAPUR,DHARMAVARAM,Dharmavaram,,
Andhra Pradesh,ANANTAPUR,CHENNEKOTHAPALLE,VD KANUMUKKALA,,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,D.HIREHAL,D.Hirehal,,
Andhra Pradesh,ANANTAPUR,D.HIREHAL,VD D.Hirehal,VD D.Hirehal,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,CHILAMATHUR,Chilamathur,,
Andhra Pradesh,ANANTAPUR,MADAKASIRA,Madakasira,,
Andhra Pradesh,ANANTAPUR,LEPAKSHI,Lepakshi,,
Andhra Pradesh,ANANTAPUR,KUNDURPI,Kundurpi,,
Andhra Pradesh,ANANTAPUR,KUDAIR,VD Kuderu,,
Andhra Pradesh,ANANTAPUR,KUDAIR,Kudair,,
Andhra Pradesh,ANANTAPUR,KANEKAL,Kanekal,,
Andhra Pradesh,ANANTAPUR,KAMBADUR,Kambadur,,
Andhra Pradesh,ANANTAPUR,KANAGANAPALLE,Kanaganapalle,,
Andhra Pradesh,ANANTAPUR,KADIRI,patnam,,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,KADIRI,Kadiri,,
Andhra Pradesh,ANANTAPUR,PUTLUR,Putlur,,
Andhra Pradesh,ANANTAPUR,PUTTAPARTHI,Puttaparthi,,
Andhra Pradesh,ANANTAPUR,PEDDAVADUGUR,Peddavadugur,,
Andhra Pradesh,ANANTAPUR,PEDDAPAPPUR,Peddapappur,,
Andhra Pradesh,ANANTAPUR,PENUKONDA,Penukonda,,
Andhra Pradesh,ANANTAPUR,PARIGI,Parigi,,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,PARIGI,Kodigena Halli,,Govt Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,PARIGI,Utakuru,,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,PARIGI,Segi Palli,,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,PAMIDI,Pamidi,,
Andhra Pradesh,ANANTAPUR,MUDIGUBBA,Mudigubba,,
Andhra Pradesh,ANANTAPUR,NAMBULAPULIKUNTA,Nambulipulikunta,,
Andhra Pradesh,ANANTAPUR,NALLACHERUVU,Nallacheruvu,,
Andhra Pradesh,ANANTAPUR,NALLACHERUVU,VD Nallacheruvu,,
Andhra Pradesh,ANANTAPUR,NALLAMADA,Nallamada,,
Andhra Pradesh,ANANTAPUR,OBULADEVARECHERUVU,Obuladevaracheruvu,,
Andhra Pradesh,ANANTAPUR,NARPALA,Narpala,,
Andhra Pradesh,ANANTAPUR,NARPALA,VD Narpala,Narpala,
Andhra Pradesh,ANANTAPUR,RAPTADU,Raptadu,,
Andhra Pradesh,ANANTAPUR,RAPTADU,VD Raptadu,VD Raptadu,
Andhra Pradesh,ANANTAPUR,RAMAGIRI,Ramagiri,,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,RODDAM,Roddam,,
Andhra Pradesh,ANANTAPUR,RODDAM,vVD Roddam,,
Andhra Pradesh,ANANTAPUR,ROLLA,Rolla,,
Andhra Pradesh,ANANTAPUR,SETTUR,Settur,,
Andhra Pradesh,ANANTAPUR,URAVAKONDA,Uravakonda,,
Andhra Pradesh,ANANTAPUR,VAJRAKARUR,V.D KONAKONDLA,V.D KONAKONDLA,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,VAJRAKARUR,V.D VAJRAKARUR,V. D VAJRAKARUR,Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,THANAKAL,Thavalam,,
Andhra Pradesh,ANANTAPUR,THANAKAL,VD Thavalam,,Govt Veterinary Dispensary
Andhra Pradesh,ANANTAPUR,TADIPATRI,Tadpatri,,
Andhra Pradesh,ANANTAPUR,TADIPATRI,VD Chukkaluru,,
Andhra Pradesh,ANANTAPUR,TALUPULA,VD Talupula,,
Andhra Pradesh,ANANTAPUR,TALUPULA,Talupula,Talupula,
Andhra Pradesh,ANANTAPUR,SOMANDEPALLE,Somandepalle,,
Andhra Pradesh,CHITTOOR,SRIRANGARAJAPURAM,Srirangarajapuram,,
Andhra Pradesh,CHITTOOR,SRIRANGARAJAPURAM,vd sr puram,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,SOMALA,Somala,,
Andhra Pradesh,CHITTOOR,SODAM,"V.D.,SODAM",,
Andhra Pradesh,CHITTOOR,SRIKALAHASTI,Srikalahasti,,
Andhra Pradesh,CHITTOOR,SRIKALAHASTI,V.D.Urandur,V.D.Urandur,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,THAMBALLAPALLE,Gundlapalle,,
Andhra Pradesh,CHITTOOR,THAMBALLAPALLE,VH Thamballapalli,,Veterinary Hospital
Andhra Pradesh,CHITTOOR,THOTTAMBEDU,Thottambedu,,
Andhra Pradesh,CHITTOOR,VADAMALAPETA,VD Vadamalpeta,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,VARADAIAHPALEM,Varadaiahpalem,,
Andhra Pradesh,CHITTOOR,VARADAIAHPALEM,vd varadayapalem,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,VEDURUKUPPAM,vd vedurukuppam,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,VEDURUKUPPAM,Vedurukuppam,,
Andhra Pradesh,CHITTOOR,VIJAYAPURAM,Vijayapuram,,
Andhra Pradesh,CHITTOOR,VALMIKIPURAM,Valmikipuram,,
Andhra Pradesh,CHITTOOR,VALMIKIPURAM,Chinthaparthy,vd chinthaparthy,Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,SATYAVEDU,vd irugulam,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,SATYAVEDU,Satyavedu,,
Andhra Pradesh,CHITTOOR,SANTHIPURAM HO ARIMUTHANAPALLE,SHANTHIPURAM,,
Andhra Pradesh,CHITTOOR,SANTHIPURAM HO ARIMUTHANAPALLE,Santhipuram,,
Andhra Pradesh,CHITTOOR,ROMPICHERLA,Rompicherla,,
Andhra Pradesh,CHITTOOR,ROMPICHERLA,VD Rompicherla,,
Andhra Pradesh,CHITTOOR,RAMACHANDRAPURAM,vd kuppambadur,VD kuppam Badur,Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,RAMACHANDRAPURAM,"VD,KAMMAPALLI",,
Andhra Pradesh,CHITTOOR,RAMACHANDRAPURAM,Ramachandrapuram,,
Andhra Pradesh,CHITTOOR,RENIGUNTA,Renigunta,,
Andhra Pradesh,CHITTOOR,RENIGUNTA,"VD,RENIGUNTA",,
Andhra Pradesh,CHITTOOR,NIMMANAPALLI,VD Nimmanapalli,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,NINDRA,Nindra,,
Andhra Pradesh,CHITTOOR,NARAYANAVANAM,Narayanavanam,,
Andhra Pradesh,CHITTOOR,NARAYANAVANAM,V.D. Narayanavanam,NARAYANAVANAM,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,NAGARI,Nagari,,
Andhra Pradesh,CHITTOOR,MULAKALACHERUVU,VD Molakalacheruvu,,
Andhra Pradesh,CHITTOOR,MULAKALACHERUVU,VD BURAKAYALAKOTA,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,PALAMANER,VD palamaner,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,PAKALA,Pakala,,
Andhra Pradesh,CHITTOOR,PAKALA,pakala,,
Andhra Pradesh,CHITTOOR,PAKALA,VD DAMALCHERUVU,,
Andhra Pradesh,CHITTOOR,PAKALA,VD. DAMALCHERUVU,,
Andhra Pradesh,CHITTOOR,PAKALA,VD K. ODDEPALLI,,
Andhra Pradesh,CHITTOOR,PAKALA,VD. K. ODDEPALLI,,
Andhra Pradesh,CHITTOOR,PENUMURU,VD Penumur,,
Andhra Pradesh,CHITTOOR,PENUMURU,"V.D.,SATHAMBAKAM",,
Andhra Pradesh,CHITTOOR,PEDDATHIPPASAMUDRAM,Pedda Thippasamudram,,
Andhra Pradesh,CHITTOOR,PEDDAMANDYAM,Peddamandyam,,
Andhra Pradesh,CHITTOOR,PEDDAPANJANI,VD PEDDAPANJANI,peddapanjani,Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,PEDDAPANJANI,VD Rayalpeta,rayalpeta,
Andhra Pradesh,CHITTOOR,PEDDAPANJANI,Peddapanjani,,
Andhra Pradesh,CHITTOOR,PUTTUR,VD Parameswaramangalam,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,PUTTUR,Puttur,,
Andhra Pradesh,CHITTOOR,PUTHALAPATTU,VD Puthalapattu,,
Andhra Pradesh,CHITTOOR,PUTHALAPATTU,VD PKothakota,,
Andhra Pradesh,CHITTOOR,PULICHERLA H/O REDDIVARIPALLE,VD Pulicherla,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,PUNGANUR,Punganur,,
Andhra Pradesh,CHITTOOR,PITCHATUR,VD Pichatur,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,PILER,"V.D.,SIVARAMPURAM",,
Andhra Pradesh,CHITTOOR,PILER,Piler,,
Andhra Pradesh,CHITTOOR,PILER,REGALLU,,vd
Andhra Pradesh,CHITTOOR,PILER,TALAPULA,,Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,K.V.B.PURAM,KVBPuram,,
Andhra Pradesh,CHITTOOR,K.V.B.PURAM,vd kvb puram,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,KAMBHAMVARIPALLE,Kambhamvaripalle,,
Andhra Pradesh,CHITTOOR,KALAKADA,Kalakada,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,KALIKIRI,Kalikiri,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,KARVETINAGAR,Karvetinagar,,
Andhra Pradesh,CHITTOOR,KUPPAM,Kuppam,,
Andhra Pradesh,CHITTOOR,KURABALAKOTA,vd kurabalakota,,
Andhra Pradesh,CHITTOOR,KURABALAKOTA,Kurabalakota,,
Andhra Pradesh,CHITTOOR,MADANAPALLI,Madanapalli,,
Andhra Pradesh,CHITTOOR,MADANAPALLI,vd CTM,vd ctr,
Andhra Pradesh,CHITTOOR,CHITTOOR,Chittoor Block VC,,
Andhra Pradesh,CHITTOOR,CHITTOOR,Mapakshi,,Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,CHITTOOR,VD Kurchivedu,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,CHINNAGOTTIGALLU,Chinnagottigallu,,
Andhra Pradesh,CHITTOOR,CHINNAGOTTIGALLU,"VD,CHINNAGOTTIGALLU",,
Andhra Pradesh,CHITTOOR,CHINNAGOTTIGALLU,BHAKARAPET,,vd
Andhra Pradesh,CHITTOOR,CHANDRAGIRI,Chandragiri,,
Andhra Pradesh,CHITTOOR,IRALA,Polakala,,
Andhra Pradesh,CHITTOOR,IRALA,Irala,Irala,
Andhra Pradesh,CHITTOOR,GUDIPALA,Gudipala,,
Andhra Pradesh,CHITTOOR,GUDUPALLI,Gudupalli,,
Andhra Pradesh,CHITTOOR,GUDUPALLI,settipalli,,
Andhra Pradesh,CHITTOOR,GURRAMKONDA,VD GURRAMKONDA,vd gurramkonda,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,GANGADHARA NELLORE,GANGADHARA NELLORE,Gangadhara Nellore,Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,GANGAVARAM,VD Gangavaram,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,GANGADHARA NELLORE,GDNellore,,
Andhra Pradesh,CHITTOOR,PALASAMUDRAM,VD Palasamuram,,
Andhra Pradesh,CHITTOOR,PUNGANUR,vd Edigapalli,vd edigapalli,
Andhra Pradesh,CHITTOOR,RAMAKUPPAM,VD Ramakuppam,,Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,TIRUPATI (RURAL),Tirupati (Rural),,
Andhra Pradesh,CHITTOOR,TIRUPATI (RURAL),VD Tiruchanur,Tiruchanur,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,YADAMARRI,VD Yadamari,,
Andhra Pradesh,CHITTOOR,YADAMARRI,VD Madireddipalle,,
Andhra Pradesh,CHITTOOR,YERPEDU,VD YERPEDU,"YERPEDU MANDAL,CHITTOOR DISTRICT",Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,YERRAVARIPALEM,YERRAVARIPALEM,YERRAVARIPALEM VILLAGE AND MANDAL,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,BUCHINADIDU KHANDRIGA,vd bnkandriga,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,BUCHINADIDU KHANDRIGA,vd b nkandriga,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,BUCHINADIDU KHANDRIGA,Buchinaidu Kandriga,,
Andhra Pradesh,CHITTOOR,BANGARUPALEM,Bangarupalem,,Veterinary Hospital
Andhra Pradesh,CHITTOOR,BANGARUPALEM,VD Nalagampalle,,Govt Veterinary Dispensary
Andhra Pradesh,CHITTOOR,B.KOTHAKOTA,V.D B.KOTHAKOTA,,
Andhra Pradesh,CHITTOOR,B.KOTHAKOTA,B Kothakota,,
Andhra Pradesh,CHITTOOR,CHOWDEPALLI,VD CHOWDEPALLI,,Veterinary Dispensary
Andhra Pradesh,CHITTOOR,GURRAMKONDA,Gurramkonda,,
Andhra Pradesh,EAST GODAVARI,DEVIPATNAM,Devipatnam,,
Andhra Pradesh,EAST GODAVARI,ALLAVARAM,Allavaram,,
Andhra Pradesh,EAST GODAVARI,ALLAVARAM,"veterinary dispensary, allavaram",,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,AMALAPURAM,CSCC AMALAPURAM,,
Andhra Pradesh,EAST GODAVARI,AMALAPURAM,VD VanneChinthalapudi,Beside Grampanchayat,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,AMBAJIPETA,Ambajipeta,,
Andhra Pradesh,EAST GODAVARI,ADDATEEGALA,Addateegala,,
Andhra Pradesh,EAST GODAVARI,AINAVILLI,Inivilli,,
Andhra Pradesh,EAST GODAVARI,AINAVILLI,mukteswaram,mukteswaram,
Andhra Pradesh,EAST GODAVARI,ALAMURU,Alamuru,,
Andhra Pradesh,EAST GODAVARI,ALAMURU,JONNADA,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,ALAMURU,Pinapalla,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,ALAMURU,Gummileru,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,ALAMURU,Chintaluru,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,ALAMURU,Madiki,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,ATREYAPURAM,"veterinary dispensary,ryali",,
Andhra Pradesh,EAST GODAVARI,ATREYAPURAM,Atreyapuram,,
Andhra Pradesh,EAST GODAVARI,ATREYAPURAM,"veterinary dispensary,atreyapuram",,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,YELESWARAM,Yeleswaram,,
Andhra Pradesh,EAST GODAVARI,THONDANGI,vd thodangi,thodangi,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,THONDANGI,Thondangi,,
Andhra Pradesh,EAST GODAVARI,BICCAVOLU,RLU Konkuduru,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,BICCAVOLU,VD Melluru,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,BICCAVOLU,VD Pandalapaka,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,BICCAVOLU,RLU Balabhadrapuram,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,BICCAVOLU,VD Komaripalem,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,BICCAVOLU,VD Biccavolu,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,BICCAVOLU,RLU Voolapalle,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,Y. RAMAVARAM,VD Y Ramavaram,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,TUNI,Tuni,,
Andhra Pradesh,EAST GODAVARI,RAYAVARAM,vd chelluru,Cheluru,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,SEETHANAGARAM,VDSeethanagaram,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,KARAPA,veterinary dispensary,aratlakatta,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,KATRENIKONA,"Veterinary Dispensary, Geddanapalli",,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,KATRENIKONA,"Veterinary Dispensary, Katrenikona",,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,KATRENIKONA,Katrenikona,,
Andhra Pradesh,EAST GODAVARI,KADIAM,Kadiam,,
Andhra Pradesh,EAST GODAVARI,KADIAM,kadiyam,kadiyam,
Andhra Pradesh,EAST GODAVARI,KAJULURU,Kajuluru,,
Andhra Pradesh,EAST GODAVARI,KAJULURU,VD Kajuluru,KAJULURU,District Vererinary Polyclinic Nandurbar
Andhra Pradesh,EAST GODAVARI,GANGAVARAM,KGangavaram,,
Andhra Pradesh,EAST GODAVARI,GANDEPALLE,Gandepalle,,
Andhra Pradesh,EAST GODAVARI,GANDEPALLE,VD Gandepalli,Gandepalli,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,GOKAVARAM,VD Gokavaram,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,GOLLAPROLU,VD GOLLAPROLU,VD GOLLAPROLU,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,GOLLAPROLU,Gollaprolu,,
Andhra Pradesh,EAST GODAVARI,ALAMURU,Choppella,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,JAGGAMPETA,VD Mallisala,,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,JAGGAMPETA,Jaggampeta,,
Andhra Pradesh,EAST GODAVARI,I. POLAVARAM,i polavaram,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,I. POLAVARAM,yedurlanka,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,I. POLAVARAM,guthinadeevi,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,I. POLAVARAM,I. Polavaram,,
Andhra Pradesh,EAST GODAVARI,MALIKIPURAM,malikipuram,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,MANDAPETA,VD YEDITHA,,
Andhra Pradesh,EAST GODAVARI,MAMIDIKUDURU,Mamidikuduru,,
Andhra Pradesh,EAST GODAVARI,KORUKONDA,Korukonda,,
Andhra Pradesh,EAST GODAVARI,KOTANANDURU,Kotananduru,,
Andhra Pradesh,EAST GODAVARI,KOTHAPETA,Kothapeta,,
Andhra Pradesh,EAST GODAVARI,KARAPA,Karapa,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,KAPILESWARAPURAM,Vakatippa,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,KAPILESWARAPURAM,Angara,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,KAPILESWARAPURAM,Atchutapuram,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,KAPILESWARAPURAM,Teki,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,KAPILESWARAPURAM,Machara,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,KAPILESWARAPURAM,Kapileswarapuram,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,ALAMURU,Penikeru,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,KAKINADA RURAL,Kakinada (Rural),,
Andhra Pradesh,EAST GODAVARI,PEDAPUDI,pyna,,
Andhra Pradesh,EAST GODAVARI,PEDAPUDI,veterinary dispensary pedapudi,V.D.Pedapudi,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,PEDAPUDI,Pedapudi,,
Andhra Pradesh,EAST GODAVARI,PITHAPURAM,Pithapuram,,
Andhra Pradesh,EAST GODAVARI,PITHAPURAM,VD MALLAM,Mallam,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,PRATHIPADU,Prathipadu,,
Andhra Pradesh,EAST GODAVARI,RAJAHMUNDRY RURAL,Rajahmundry Rural,,
Andhra Pradesh,EAST GODAVARI,PEDDAPURAM,Peddapuram,,
Andhra Pradesh,EAST GODAVARI,P.GANNAVARAM,PGannavaram,,
Andhra Pradesh,EAST GODAVARI,P.GANNAVARAM,p gannavaram,p gannavaran post&mandal east godavari dt AP,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,MUMMIDIVARAM,VD Kotha Lanka,,Govt Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,MUMMIDIVARAM,Mummidivaram,,
Andhra Pradesh,EAST GODAVARI,MANDAPETA,Mandapeta,,
Andhra Pradesh,EAST GODAVARI,MAREDUMILLI,VD Maredumilli,,
Andhra Pradesh,EAST GODAVARI,MAREDUMILLI,Maredumilli,,
Andhra Pradesh,EAST GODAVARI,RANGAMPETA,Rangampeta,,
Andhra Pradesh,EAST GODAVARI,RAMPACHODAVARAM,Rampachodavaram,,
Andhra Pradesh,EAST GODAVARI,RAMACHANDRAPURAM,VD Draksharama,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,RAMACHANDRAPURAM,RLU Narasapurapupeta,,Rural Live Stock Unit
Andhra Pradesh,EAST GODAVARI,RAMACHANDRAPURAM,RLU Kandulapalem,,
Andhra Pradesh,EAST GODAVARI,RAMACHANDRAPURAM,VD Vella,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,RAMACHANDRAPURAM,RLU Venkatayaplem,,
Andhra Pradesh,EAST GODAVARI,RAJANAGARAM,Rajanagaram,,
Andhra Pradesh,EAST GODAVARI,RAJANAGARAM,VD Rajanagaram,,
Andhra Pradesh,EAST GODAVARI,RAJANAGARAM,v d rajanagaram,v d rajanagaram,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,RAJAVOMMANGI,vd rajavommangi,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,RAZOLE,VD Thatipaka,,Veterinary Dispensary
Andhra Pradesh,EAST GODAVARI,SAMALKOTA,Samalkota,,
